etak_id,annual_kwh/pv_m2,y-y_variation/pv_m2,monthly_average_kwh/pv_m2,pv_suitable_area,Jan_kwh/pv_m2,Feb_kwh/pv_m2,Mar_kwh/pv_m2,Apr_kwh/pv_m2,May_kwh/pv_m2,Jun_kwh/pv_m2,Jul_kwh/pv_m2,Aug_kwh/pv_m2,Sep_kwh/pv_m2,Oct_kwh/pv_m2,Nov_kwh/pv_m2,Dec_kwh/pv_m2
333302,140.88,6.74,11.74,51.83015510966968,2.2,5.8,11.98,16.69,21.99,21.54,21.17,17.55,12.26,6.36,2.07,1.27
333303,135.15,5.7,11.26,107.08584085391064,1.48,4.59,10.55,16.65,21.8,21.94,21.55,17.44,11.34,5.43,1.61,0.78
333305,141.55,5.88,11.8,25.433076582402283,1.61,4.83,11.27,17.03,23.04,23.03,22.53,18.1,11.89,5.69,1.68,0.85
333307,160.01,8.49,13.33,49.28997118465716,3.22,7.93,14.43,19.48,23.41,22.3,22.39,19.54,14.46,8.01,2.89,1.95
333308,138.89,5.68,11.57,37.82455308255376,1.51,4.62,10.97,16.69,22.74,22.76,22.25,17.81,11.63,5.52,1.61,0.79
336254,164.1,8.74,13.67,70.4460799178013,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
336256,164.1,8.74,13.67,57.34611217996579,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
336464,129.08,5.36,10.76,47.30677901109139,1.32,4.23,9.91,15.93,20.93,21.23,20.75,16.74,10.78,5.08,1.49,0.69
336466,134.40875,5.4350000000000005,11.20125,537.6958651714299,1.34125,4.3025,10.295,16.5275,21.9375,22.25125,21.75875,17.4325,11.1425,5.22375,1.51,0.68625
336467,152.88666666666666,7.993333333333333,12.736666666666666,109.86206204870668,3.033333333333333,7.406666666666666,13.746666666666664,18.19666666666667,22.709999999999997,21.72,21.636666666666667,18.616666666666667,13.716666666666669,7.573333333333333,2.686666666666667,1.8333333333333333
336468,150.67,7.0633333333333335,12.556666666666667,89.39490860063971,2.3066666666666666,6.18,12.716666666666667,18.099999999999998,23.473333333333333,23.006666666666664,22.72666666666667,18.846666666666668,13.056666666666667,6.73,2.1999999999999997,1.32
336618,153.25,7.6,12.77,131.0793263762457,2.61,6.78,13.16,18.77,23.25,22.56,22.46,19.07,13.49,7.13,2.44,1.54
336619,130.51,5.49,10.88,47.96724061365775,1.38,4.36,10.09,16.1,21.09,21.34,20.87,16.88,10.94,5.19,1.53,0.72
336620,164.1,8.74,13.67,53.879502277711886,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
336621,158.29666666666665,8.196666666666667,13.19,48.725602619132985,3.0233333333333334,7.566666666666667,14.049999999999999,19.246666666666666,23.48,22.506666666666664,22.52,19.43,14.173333333333332,7.739999999999999,2.7433333333333336,1.8133333333333332
336622,159.985,8.325,13.33,50.02243902711467,3.105,7.735,14.29,19.395,23.65,22.63,22.66,19.585,14.365,7.89,2.8049999999999997,1.865
337218,148.14,7.655,12.34,179.5787423765387,2.775,6.945,13.2,17.67,22.215,21.354999999999997,21.215,18.14,13.24,7.22,2.505,1.655
337220,144.64,6.65,12.05,134.0404869759547,2.11,5.7,12.12,17.24,22.78,22.45,22.05,18.14,12.49,6.35,2.03,1.19
338309,164.1,8.74,13.67,45.218625154538366,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
338546,154.345,7.4399999999999995,12.86,227.8105268713748,2.5324999999999998,6.655,13.26,18.6075,23.665,23.064999999999998,22.88,19.19,13.530000000000001,7.105,2.3825000000000003,1.4725000000000001
338547,158.47,8.47,13.21,61.49505264315448,3.23,7.92,14.31,19.32,23.13,21.98,22.09,19.32,14.35,7.97,2.89,1.96
338548,142.93,6.82,11.91,140.64290982309535,2.25,5.91,12.17,16.95,22.29,21.81,21.44,17.81,12.44,6.46,2.11,1.3
338550,153.58,7.09,12.8,6.9902743416266,2.22,6.14,12.77,18.71,23.99,23.61,23.38,19.36,13.24,6.72,2.18,1.26
338755,152.49,6.95,12.71,13.532076256876229,2.14,5.97,12.6,18.57,23.95,23.64,23.37,19.26,13.1,6.59,2.11,1.2
338756,164.1,8.74,13.67,181.91655635819703,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
339336,164.1,8.74,13.67,211.93884146933698,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
339598,156.81,7.64,13.07,31.473934498288,2.72,6.96,13.61,18.74,23.93,23.22,23.03,19.37,13.79,7.33,2.5,1.6
339599,148.49,7.24,12.37,79.02745800834373,2.4,6.37,12.57,18.26,22.68,22.14,21.98,18.61,13.02,6.78,2.28,1.4
339931,150.09,6.72,12.51,70.94022644590517,2.01,5.71,12.26,18.33,23.72,23.49,23.21,19.05,12.82,6.38,2.01,1.11
339932,157.92,8.01,13.16,23.307104011874777,2.86,7.29,13.81,19.29,23.65,22.79,22.78,19.53,14.04,7.54,2.63,1.7
340027,141.55,6.19,11.8,29.245016912015608,1.82,5.18,11.57,16.89,22.7,22.54,22.09,17.92,12.06,5.96,1.82,0.99
340028,139.27,5.9,11.61,94.86058698963396,1.64,4.85,11.21,16.66,22.58,22.51,22.0,17.77,11.77,5.7,1.7,0.88
340077,148.29500000000002,7.045,12.36,151.19342608784726,2.4050000000000002,6.32,12.715,17.83,22.79,22.275,22.055,18.45,12.985,6.795,2.27,1.4
340082,151.87,7.67,12.66,82.10947981319143,2.82,7.0,13.39,18.02,22.95,22.14,21.96,18.63,13.47,7.28,2.53,1.69
340109,148.58,7.13,12.38,40.618615755802296,2.31,6.22,12.48,18.25,22.85,22.39,22.19,18.66,12.97,6.7,2.23,1.34
340196,164.1,8.74,13.67,144.42845162311917,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
340399,148.72,7.23,12.39,78.70904527010347,2.38,6.34,12.57,18.28,22.76,22.23,22.06,18.65,13.02,6.77,2.27,1.39
340436,156.62,8.045,13.05,129.83496208360162,2.99,7.43,13.975,18.73,23.375,22.445,22.365000000000002,19.155,14.004999999999999,7.66,2.69,1.79
340437,134.19,6.335,11.18,85.88523649435656,1.92,5.33,11.010000000000002,16.515,20.88,20.659999999999997,20.405,17.005,11.585,5.87,1.9049999999999998,1.095
340528,134.92,5.18,11.24,18.232925639181573,1.18,3.98,10.12,16.49,22.42,22.86,22.32,17.58,11.02,4.99,1.38,0.58
340546,146.20499999999998,6.325,12.185,23.034757224553882,1.82,5.305,11.82,17.685000000000002,23.435000000000002,23.310000000000002,22.91,18.6,12.395,6.0649999999999995,1.8650000000000002,0.99
340575,164.1,8.74,13.67,75.75507372040438,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
340576,154.9075,7.5375,12.91,102.64456895026807,2.575,6.7375,13.2575,18.822499999999998,23.6675,23.0225,22.895,19.2875,13.58,7.135,2.4175,1.505
340601,147.59,6.869999999999999,12.3,238.37011347350935,2.2199999999999998,6.025,12.335,17.93,22.9,22.53,22.315,18.54,12.785,6.574999999999999,2.155,1.27
340678,156.78,8.18,13.07,61.00385165375219,3.02,7.54,13.91,19.15,23.19,22.18,22.23,19.25,14.06,7.68,2.74,1.82
340680,161.95,8.65,13.5,21.602171198456624,3.31,8.14,14.71,19.66,23.61,22.44,22.55,19.7,14.68,8.19,2.96,2.01
340682,164.1,8.74,13.67,48.58211137274549,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
340698,151.28,7.42,12.61,23.405412908538125,2.62,6.66,13.11,17.98,23.18,22.51,22.26,18.69,13.3,7.05,2.39,1.54
340737,155.51,8.05,12.96,94.11405665345625,2.94,7.37,13.71,19.01,23.11,22.16,22.17,19.14,13.9,7.55,2.68,1.76
340738,135.415,6.04,11.285,82.32466068173693,1.745,5.005,10.96,16.395,21.564999999999998,21.455,21.045,17.24,11.54,5.725,1.77,0.965
340739,152.88666666666668,7.3066666666666675,12.74,76.78579712403626,2.403333333333333,6.43,12.916666666666666,18.666666666666668,23.543333333333333,22.99666666666667,22.863333333333333,19.153333333333332,13.323333333333332,6.890000000000001,2.3000000000000003,1.39
340740,157.41,8.35,13.12,87.4636418135519,3.15,7.77,14.13,19.21,23.08,21.97,22.06,19.24,14.2,7.85,2.83,1.91
340741,160.21666666666667,8.163333333333334,13.346666666666666,279.489550593429,2.9933333333333336,7.546666666666667,14.21,19.356666666666666,23.893333333333334,22.973333333333333,22.96666666666667,19.673333333333332,14.303333333333335,7.786666666666666,2.7266666666666666,1.7833333333333332
340742,140.15,5.91,11.68,341.7582418785737,1.65,4.88,11.26,16.8,22.7,22.67,22.16,17.87,11.84,5.73,1.71,0.88
340744,162.5,8.370000000000001,13.54,33.967056642304506,3.11,7.785,14.52,19.605,24.115000000000002,23.13,23.13,19.89,14.56,7.9799999999999995,2.815,1.8599999999999999
340745,152.54000000000002,7.4750000000000005,12.71,89.7410940558342,2.59,6.715,13.23,18.34,23.265,22.595,22.409999999999997,18.895000000000003,13.445,7.125,2.41,1.5150000000000001
340746,127.16,5.12,10.6,20.727324079203942,1.28,4.04,9.97,15.11,21.0,21.16,20.57,16.34,10.62,5.0,1.41,0.66
341395,130.09,5.49,10.84,37.86077056199507,1.39,4.36,10.07,16.06,21.0,21.24,20.78,16.84,10.91,5.18,1.53,0.73
341939,155.47,7.973333333333334,12.953333333333333,519.3546716504641,2.9299999999999997,7.343333333333334,13.86,18.613333333333333,23.21666666666667,22.319999999999997,22.236666666666665,19.036666666666665,13.906666666666666,7.599999999999999,2.6533333333333333,1.75
342859,157.78,8.08,13.15,46.558389509390025,3.08,7.54,14.08,18.8,23.57,22.56,22.47,19.27,14.08,7.73,2.74,1.85
342860,156.01,7.79,13.0,62.03548179003158,2.87,7.16,13.71,18.59,23.62,22.75,22.58,19.18,13.8,7.46,2.59,1.71
342861,151.76999999999998,7.666666666666667,12.646666666666667,164.02456720750197,2.7433333333333336,6.9433333333333325,13.229999999999999,18.403333333333332,22.843333333333334,22.066666666666666,21.96666666666667,18.746666666666666,13.459999999999999,7.223333333333334,2.5133333333333336,1.6333333333333335
343413,129.94,5.55,10.83,67.58639538136099,1.42,4.42,10.1,16.06,20.9,21.1,20.66,16.81,10.93,5.22,1.55,0.75
344167,131.81,5.68,10.98,118.598503903617,1.48,4.57,10.31,16.28,21.14,21.3,20.87,17.0,11.12,5.35,1.6,0.79
345164,154.86,7.58,12.905,73.4602966288465,2.595,6.79,13.309999999999999,18.86,23.575000000000003,22.91,22.810000000000002,19.265,13.615,7.17,2.435,1.52
345165,127.3,5.65,10.61,156.6951073362153,1.49,4.52,10.03,15.73,20.33,20.4,20.02,16.38,10.78,5.23,1.59,0.8
345172,163.23,8.78,13.6,136.09616308335836,3.4,8.31,14.94,19.75,23.7,22.47,22.59,19.79,14.85,8.34,3.03,2.07
345839,134.64,5.21,11.22,96.73330849421735,1.27,4.1,10.35,16.2,22.38,22.64,22.04,17.41,11.1,5.1,1.42,0.63
345842,158.77666666666667,8.033333333333333,13.233333333333334,90.17409388540108,2.89,7.359999999999999,13.979999999999999,19.256666666666664,23.790000000000003,22.923333333333332,22.893333333333334,19.56,14.126666666666667,7.626666666666666,2.6533333333333338,1.7166666666666668
345849,161.72,8.48,13.48,58.77945543614212,3.31,8.06,14.66,19.31,23.76,22.65,22.68,19.62,14.57,8.15,2.94,2.01
345851,141.83,6.05,11.82,53.082950812150926,1.63,4.96,11.21,17.42,22.79,22.83,22.45,18.21,11.95,5.77,1.74,0.87
351312,139.865,6.359999999999999,11.655000000000001,72.87051273639659,1.935,5.355,11.61,16.630000000000003,22.21,21.965,21.52,17.6,12.015,6.05,1.895,1.08
351314,163.99333333333334,8.753333333333332,13.663333333333334,122.11859380913444,3.4266666666666663,8.34,15.026666666666666,19.69666666666667,23.856666666666666,22.653333333333336,22.743333333333336,19.849999999999998,14.896666666666667,8.386666666666667,3.0399999999999996,2.08
351322,163.678,8.684000000000001,13.635,984.452780946461,3.37,8.235000000000001,14.927000000000001,19.664,23.902,22.733999999999998,22.808999999999997,19.853,14.828999999999999,8.308,2.996,2.041
351323,154.97,7.25,12.91,25.33395180366475,2.32,6.33,12.99,18.87,24.08,23.63,23.42,19.47,13.42,6.87,2.25,1.32
351662,159.60399999999998,8.266,13.302000000000001,228.55403921884985,3.082,7.684,14.290000000000001,19.256,23.654,22.642,22.642,19.522,14.328,7.868,2.782,1.85
351663,132.84,5.71,11.07,50.66810605939753,1.56,4.61,10.72,15.78,21.56,21.53,21.0,16.91,11.25,5.47,1.62,0.83
351664,149.035,6.949999999999999,12.42,42.976070302334236,2.3049999999999997,6.1499999999999995,12.54,18.045,23.06,22.68,22.455,18.655,12.925,6.68,2.21,1.335
351665,144.09,6.74,12.01,26.855806061959345,2.18,5.81,12.16,17.15,22.6,22.17,21.79,18.02,12.48,6.42,2.07,1.24
351676,160.37,8.0,13.36,53.22566524122499,2.81,7.26,13.97,19.49,24.2,23.4,23.36,19.85,14.19,7.58,2.61,1.66
351677,164.1,8.74,13.67,186.5734219710805,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
351679,159.57,8.7,13.3,78.05679725249101,3.41,8.26,14.66,19.41,22.99,21.72,21.9,19.33,14.57,8.22,3.02,2.08
351846,139.26,6.48,11.6,63.48541857040462,2.02,5.49,11.67,16.51,21.98,21.66,21.23,17.46,12.03,6.13,1.94,1.14
351852,163.98,8.77,13.67,103.41090346673394,3.44,8.37,15.04,19.69,23.83,22.61,22.71,19.84,14.9,8.4,3.05,2.09
351853,128.98,5.18,10.75,29.091737877683272,1.24,4.05,9.77,15.87,21.11,21.51,20.99,16.75,10.69,4.96,1.42,0.63
351854,159.69,8.32,13.31,132.34798225569568,3.23,7.86,14.41,19.04,23.59,22.52,22.5,19.4,14.35,7.97,2.86,1.96
351855,145.355,7.105,12.11,60.90264746945563,2.4299999999999997,6.33,12.594999999999999,17.375,22.259999999999998,21.66,21.42,18.009999999999998,12.805,6.785,2.27,1.415
351856,124.505,5.1,10.375,256.49699978902913,1.275,3.995,9.795,14.795,20.505000000000003,20.69,20.075,15.97,10.42,4.9350000000000005,1.39,0.66
351878,146.31,6.98,12.19,38.51996192734387,2.33,6.09,12.48,17.41,22.75,22.23,21.9,18.22,12.75,6.62,2.18,1.35
353667,144.26500000000001,7.007499999999999,12.0225,122.9441987623734,2.4025,6.272500000000001,12.4175,17.387500000000003,22.0075,21.485,21.29,17.9275,12.6875,6.715,2.26,1.41
353687,164.1,8.74,13.67,371.5958369830026,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
353689,153.19,7.02,12.77,110.28896459329084,2.18,6.06,12.7,18.64,24.01,23.67,23.41,19.32,13.18,6.66,2.14,1.23
353696,147.24666666666667,6.983333333333333,12.270000000000001,465.3037290559877,2.276666666666667,6.133333333333333,12.393333333333333,17.959999999999997,22.69666666666667,22.286666666666665,22.073333333333334,18.463333333333335,12.816666666666668,6.63,2.1966666666666668,1.3133333333333332
353697,164.1,8.74,13.67,1470.3427860340657,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
353698,164.1,8.74,13.67,488.3399735647448,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
353699,150.9,6.87,12.58,214.3992593864477,2.2,5.99,12.61,18.08,23.75,23.35,23.01,18.94,13.0,6.6,2.12,1.25
353728,158.57,7.69,13.21,13.028391340190076,2.61,6.87,13.6,19.26,24.24,23.61,23.48,19.74,13.9,7.29,2.46,1.52
353730,145.73,6.273333333333333,12.143333333333333,596.7666776776096,1.7733333333333334,5.223333333333333,11.673333333333332,17.733333333333334,23.37,23.313333333333333,22.939999999999998,18.596666666666664,12.32,6.0,1.83,0.9566666666666667
353733,164.1,8.74,13.67,457.5406152037614,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
353845,163.79,8.66,13.65,83.02256750671356,3.36,8.22,14.91,19.66,23.97,22.81,22.87,19.87,14.81,8.3,2.99,2.03
353863,164.1,8.74,13.67,483.546182479426,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354054,144.20499999999998,6.535,12.015,127.55302829582266,1.935,5.52,11.73,17.7,22.715,22.53,22.225,18.310000000000002,12.344999999999999,6.16,1.95,1.08
354057,129.255,5.23,10.77,35.494782878817794,1.315,4.119999999999999,10.120000000000001,15.435,21.33,21.48,20.884999999999998,16.625,10.780000000000001,5.0649999999999995,1.435,0.675
354087,163.72,8.69,13.64,135.34505807061566,3.39,8.27,14.94,19.64,23.92,22.71,22.79,19.84,14.83,8.33,3.01,2.06
354097,156.72000000000003,7.88,13.059999999999999,131.7630795033721,2.795,7.165,13.695,19.085,23.55,22.75,22.715000000000003,19.380000000000003,13.905000000000001,7.449999999999999,2.585,1.655
354127,163.97,8.71,13.660000000000002,130.19600730235805,3.3833333333333333,8.266666666666667,14.966666666666667,19.703333333333333,23.929999999999996,22.746666666666666,22.826666666666664,19.88,14.86,8.336666666666666,3.0066666666666664,2.0500000000000003
354128,131.67,5.48,10.97,118.61328517285745,1.38,4.36,10.16,16.22,21.34,21.6,21.13,17.01,11.02,5.21,1.53,0.72
354130,155.76799999999997,7.664,12.978,1249.834350727775,2.6879999999999997,6.952000000000001,13.518,18.852,23.601999999999997,22.904,22.808,19.29,13.748,7.322,2.5,1.578
354131,164.1,8.74,13.67,351.81583604633795,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354145,145.87666666666667,6.5566666666666675,12.156666666666666,218.12637374002318,1.9900000000000002,5.596666666666667,11.996666666666664,17.669999999999998,23.02333333333333,22.816666666666666,22.46666666666667,18.44,12.506666666666668,6.273333333333333,1.9833333333333334,1.11
354151,139.07,5.76,11.59,72.23450527188685,1.57,4.72,11.07,16.69,22.63,22.68,22.16,17.78,11.69,5.6,1.65,0.83
354174,160.83,7.96,13.4,25.89553096385538,2.8,7.23,14.01,19.42,24.38,23.59,23.49,19.89,14.2,7.58,2.6,1.65
354175,163.93,8.695,13.66,46.967832741373016,3.3499999999999996,8.22,14.925,19.755000000000003,23.945,22.79,22.869999999999997,19.915,14.845,8.295,2.99,2.025
354176,150.365,7.17,12.53,237.67294856588632,2.415,6.3425,12.855,17.985,23.259999999999998,22.7225,22.4425,18.71,13.127500000000001,6.845,2.2675,1.3975
354177,164.1,8.74,13.67,99.78632164797703,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354179,134.81,6.41,11.23,45.067124029591895,2.0,5.38,11.39,15.97,21.21,20.85,20.43,16.85,11.69,6.0,1.91,1.14
354277,154.8,7.18,12.9,475.589074958149,2.31,6.28,13.0,18.7,24.17,23.7,23.45,19.42,13.38,6.85,2.23,1.31
354279,164.1,8.74,13.67,55.66340777469395,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354287,139.51,6.48,11.63,164.8309950731195,1.95,5.49,11.44,17.19,21.79,21.56,21.27,17.69,12.03,6.07,1.95,1.09
354289,162.03,8.65,13.5,112.33954959848926,3.45,8.3,14.86,19.35,23.57,22.36,22.44,19.57,14.7,8.32,3.03,2.1
354290,164.1,8.74,13.67,122.12228968233126,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354291,149.9,6.87,12.49,80.12324753240856,2.22,6.0,12.57,17.96,23.52,23.12,22.77,18.79,12.94,6.61,2.13,1.26
354292,146.47,6.26,12.21,102.19610544461032,1.74,5.17,11.7,17.82,23.58,23.54,23.15,18.72,12.34,5.97,1.81,0.93
354331,127.82,5.32,10.65,93.57525264832566,1.38,4.23,10.16,15.19,20.92,21.06,20.47,16.34,10.74,5.14,1.48,0.72
354353,164.1,8.74,13.67,36.08976682470244,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354362,147.765,6.57,12.309999999999999,52.09537618854792,1.9849999999999999,5.6,12.125,17.855,23.439999999999998,23.2,22.85,18.695,12.64,6.295,1.98,1.1
354450,156.37,8.065,13.030000000000001,66.0354087841169,3.01,7.455,13.98,18.689999999999998,23.310000000000002,22.354999999999997,22.275,19.11,13.995000000000001,7.67,2.7,1.8050000000000002
354451,142.16,6.03,11.85,32.38125940687351,1.72,5.03,11.45,17.06,22.95,22.9,22.41,18.09,12.02,5.84,1.76,0.92
354452,164.1,8.74,13.67,110.5779079942113,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354517,164.1,8.74,13.67,32.45962816209105,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354518,142.93,6.01,11.91,202.9321375391956,1.59,4.89,11.24,17.5,23.11,23.18,22.79,18.36,11.99,5.73,1.71,0.84
354519,164.1,8.74,13.67,429.2852385568872,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354520,164.1,8.74,13.67,109.65622972718933,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354531,164.1,8.74,13.67,954.4899886444344,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354538,148.14,7.375,12.344999999999999,120.05658067146337,2.5549999999999997,6.59,12.925,17.79,22.515,21.835,21.645,18.305,13.105,6.985,2.37,1.505
354539,157.94,8.31,13.16,25.80040544560477,3.1,7.7,14.11,19.27,23.25,22.2,22.27,19.35,14.21,7.81,2.8,1.87
354544,151.678,7.022,12.638,311.3435844337188,2.2399999999999998,6.12,12.666,18.412,23.648000000000003,23.264,23.006,19.066,13.11,6.6899999999999995,2.176,1.27
354546,148.73,6.94,12.39,96.37392240720564,2.16,5.97,12.32,18.24,23.15,22.81,22.56,18.75,12.85,6.54,2.13,1.23
354547,142.51,5.98,11.88,915.0322771713234,1.58,4.86,11.2,17.45,23.06,23.11,22.74,18.31,11.95,5.71,1.7,0.83
354548,164.1,8.74,13.67,507.02361010767834,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354615,148.56,6.49,12.38,57.553947342298905,1.86,5.43,12.0,18.07,23.74,23.6,23.26,18.91,12.6,6.18,1.9,1.01
354616,132.43,5.93,11.04,33.57877630843062,1.7,4.85,10.88,15.72,21.23,21.11,20.61,16.73,11.32,5.62,1.71,0.93
354626,164.1,8.74,13.67,361.5625883292342,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354627,137.68,5.79,11.47,40.45336296405412,1.6,4.76,11.05,16.44,22.38,22.31,21.81,17.56,11.63,5.62,1.67,0.85
354628,164.1,8.74,13.67,51.10190973538032,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354630,164.1,8.74,13.67,98.63850315497376,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354691,150.33,6.67,12.53,50.15444784360331,1.98,5.66,12.27,18.25,23.87,23.66,23.34,19.06,12.81,6.35,1.99,1.09
354693,162.54500000000002,8.48,13.545,102.0374239817892,3.19,7.92,14.6,19.65,23.975,22.924999999999997,22.965,19.85,14.620000000000001,8.065,2.875,1.915
354718,133.58,5.99,11.13,73.46142696990944,1.73,4.92,10.99,15.85,21.4,21.27,20.77,16.87,11.43,5.68,1.73,0.95
354724,162.71636363636364,8.585454545454546,13.555,10833.990519704095,3.3072727272727276,8.116818181818182,14.79409090909091,19.56,23.824545454545454,22.69545454545454,22.755,19.76772727272727,14.719545454545456,8.217727272727272,2.950454545454545,1.9981818181818183
354725,164.1,8.74,13.67,101.6638173350397,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354857,149.315,6.57,12.440000000000001,97.05508312554409,1.95,5.57,12.18,18.05,23.805,23.59,23.22,18.935000000000002,12.705,6.29,1.955,1.07
354858,153.02,7.386666666666667,12.75,78.03849725695437,2.51,6.59,13.153333333333334,18.423333333333336,23.473333333333333,22.883333333333336,22.679999999999996,19.016666666666666,13.416666666666666,7.053333333333334,2.356666666666667,1.46
354881,162.89,8.66,13.57,83.78229991551089,3.42,8.28,14.89,19.48,23.75,22.56,22.64,19.71,14.75,8.32,3.02,2.08
354882,150.24,7.390000000000001,12.52,64.25225235591125,2.54,6.635,12.940000000000001,18.27,22.79,22.195,22.049999999999997,18.665,13.25,7.025,2.385,1.485
354883,150.315,6.9350000000000005,12.53,71.28398481987054,2.245,6.09,12.559999999999999,18.189999999999998,23.424999999999997,23.049999999999997,22.795,18.875,12.98,6.655,2.175,1.285
354884,141.67666666666665,6.123333333333334,11.806666666666667,417.69442842869455,1.7433333333333334,5.11,11.316666666666668,17.30333333333333,22.613333333333333,22.646666666666665,22.236666666666665,18.099999999999998,11.979999999999999,5.876666666666666,1.8066666666666666,0.9500000000000001
354887,134.11,5.24,11.18,716.2651042481217,1.3,4.16,10.37,16.1,22.24,22.42,21.85,17.31,11.11,5.14,1.45,0.66
354888,134.11,5.24,11.18,724.4045605087434,1.3,4.16,10.37,16.1,22.24,22.42,21.85,17.31,11.11,5.14,1.45,0.66
354921,164.1,8.74,13.67,37.3900654964992,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
354923,163.98,8.77,13.67,87.45754107639581,3.44,8.37,15.04,19.69,23.83,22.61,22.71,19.84,14.9,8.4,3.05,2.09
354924,161.95666666666668,8.59,13.493333333333334,109.77162457102831,3.35,8.146666666666667,14.76,19.403333333333332,23.683333333333334,22.52333333333333,22.576666666666664,19.633333333333336,14.656666666666666,8.213333333333333,2.966666666666667,2.033333333333333
354925,156.62,7.859999999999999,13.05,127.84524601563747,2.785,7.15,13.68,19.06,23.549999999999997,22.75,22.715000000000003,19.369999999999997,13.89,7.44,2.575,1.65
354938,130.39,5.12,10.87,46.47724182064264,1.28,4.05,10.12,15.58,21.61,21.79,21.21,16.81,10.83,5.04,1.42,0.64
355029,149.97500000000002,7.045,12.5,90.63367935624771,2.355,6.2700000000000005,12.67,18.135,23.155,22.72,22.515,18.75,13.03,6.765000000000001,2.245,1.365
355030,137.1,5.4,11.43,55.30648425071103,1.28,4.21,10.42,16.77,22.62,22.97,22.45,17.8,11.29,5.19,1.46,0.64
355031,133.32,5.73,11.11,46.31061440305518,1.51,4.63,10.45,16.44,21.39,21.54,21.11,17.15,11.26,5.42,1.63,0.8
355038,149.934,6.970000000000001,12.492,1525.0163842224747,2.298,6.16,12.666,18.056,23.296,22.854,22.595999999999997,18.753999999999998,13.016,6.708,2.202,1.322
355039,157.81,7.55,13.15,10.392189382035308,2.52,6.71,13.46,19.11,24.29,23.71,23.53,19.68,13.77,7.18,2.39,1.46
355046,149.21454545454546,7.193636363636363,12.432727272727272,817.1492435136256,2.438181818181818,6.3963636363636365,12.808181818181817,17.94,22.930909090909093,22.35818181818182,22.14090909090909,18.553636363636365,13.075454545454546,6.857272727272728,2.291818181818182,1.4172727272727272
355071,164.1,8.74,13.67,68.6874216495069,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355072,142.4425,6.115,11.8675,162.2283652550168,1.7574999999999998,5.11,11.39,17.34,22.7825,22.7925,22.4175,18.175,12.030000000000001,5.8725,1.8125,0.9650000000000001
