etak_id,annual_kwh/pv_m2,y-y_variation/pv_m2,monthly_average_kwh/pv_m2,pv_suitable_area,Jan_kwh/pv_m2,Feb_kwh/pv_m2,Mar_kwh/pv_m2,Apr_kwh/pv_m2,May_kwh/pv_m2,Jun_kwh/pv_m2,Jul_kwh/pv_m2,Aug_kwh/pv_m2,Sep_kwh/pv_m2,Oct_kwh/pv_m2,Nov_kwh/pv_m2,Dec_kwh/pv_m2
7163219,133.57,5.13,11.13,46.7886545432858,1.24,4.03,10.23,16.06,22.24,22.52,21.91,17.28,11.0,5.04,1.4,0.62
7163823,162.45,8.79,13.54,23.67372494242122,3.43,8.35,14.91,19.68,23.5,22.24,22.38,19.67,14.81,8.35,3.05,2.09
7163824,164.1,8.74,13.67,46.10361485419547,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7163830,138.45,5.52,11.54,74.83119664174052,1.33,4.33,10.6,16.92,22.78,23.08,22.58,17.94,11.43,5.28,1.5,0.67
7164627,164.1,8.74,13.67,31.31532332995857,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7164628,144.08,6.7,12.006666666666666,69.69104011097824,2.12,5.8133333333333335,11.963333333333333,17.563333333333333,22.400000000000002,22.113333333333333,21.833333333333332,18.143333333333334,12.466666666666667,6.38,2.0766666666666667,1.21
7164632,153.12,7.196666666666666,12.76,87.7233032217825,2.3733333333333335,6.359999999999999,12.913333333333334,18.5,23.75,23.26,23.006666666666664,19.153333333333332,13.296666666666667,6.876666666666666,2.2666666666666666,1.3666666666666665
7164651,152.14,7.12,12.68,28.670729409198056,2.25,6.17,12.67,18.63,23.64,23.24,23.01,19.17,13.17,6.71,2.2,1.28
7164805,146.11,6.28,12.18,95.84340558355684,1.82,5.27,11.8,17.61,23.49,23.37,22.94,18.57,12.37,6.04,1.85,0.98
7165191,164.1,8.74,13.67,49.09377995912329,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7165597,158.04,8.040000000000001,13.1675,136.88966014117727,2.945,7.432500000000001,13.995000000000001,19.0925,23.5625,22.7,22.66,19.405,14.11,7.682499999999999,2.69,1.7550000000000001
7165916,163.17000000000002,8.58,13.594999999999999,135.31615008464266,3.3200000000000003,8.125,14.8,19.564999999999998,23.945,22.82,22.865000000000002,19.82,14.725000000000001,8.219999999999999,2.955,2.005
7166796,164.1,8.74,13.67,519.8994337259288,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7168078,161.565,8.265,13.46,85.32148240416552,3.085,7.705,14.41,19.4,24.07,23.075,23.04,19.775,14.445,7.914999999999999,2.785,1.845
7183824,147.845,6.455,12.325,82.79128487837157,1.84,5.395,11.91,18.045,23.595,23.5,23.15,18.85,12.530000000000001,6.135,1.895,1.005
7184130,164.1,8.74,13.67,674.3589480365085,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7205900,164.1,8.74,13.67,1021.7031259213162,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7208721,164.1,8.74,13.67,30.20829803530853,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7209014,164.1,8.74,13.67,74.95315241266874,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211552,164.1,8.74,13.67,42.25546335119489,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211614,164.1,8.74,13.67,76.37388626881618,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211615,164.1,8.74,13.67,140.7610855946352,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211681,164.1,8.74,13.67,62.33335073596084,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211966,164.1,8.74,13.67,188.5958778840781,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211968,164.1,8.74,13.67,107.20787548665464,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7211970,156.2125,7.815,13.015,363.43928344552387,2.8375,7.19,13.7175,18.855,23.445,22.6675,22.604999999999997,19.2425,13.870000000000001,7.489999999999999,2.6025,1.685
7211971,157.76,7.68,13.146666666666667,350.0150714882395,2.6533333333333333,6.93,13.633333333333333,19.04,24.066666666666666,23.386666666666667,23.24333333333333,19.573333333333334,13.863333333333335,7.333333333333333,2.4833333333333334,1.5466666666666669
7212044,153.7,7.09,12.81,51.69040000026398,2.22,6.14,12.78,18.71,24.03,23.66,23.41,19.36,13.25,6.72,2.17,1.25
7212045,164.1,8.74,13.67,127.47139435455124,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7212150,164.1,8.74,13.67,79.0383067008251,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7212156,164.1,8.74,13.67,46.46970105845278,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7212207,164.1,8.74,13.67,60.11635476158416,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7212208,164.1,8.74,13.67,34.45442131293276,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7214592,164.1,8.74,13.67,49.59001581349077,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7214610,164.1,8.74,13.67,131.46995789138415,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7214617,164.1,8.74,13.67,629.2122443751041,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.890000000000002,8.36,3.02,2.06
7214739,151.98,6.88,12.66,214.41610065930075,2.1,5.89,12.51,18.5,23.93,23.65,23.37,19.21,13.03,6.53,2.08,1.17
7214741,164.1,8.74,13.67,60.33052321798964,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7214756,164.1,8.74,13.67,90.32126036212308,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7215057,164.1,8.74,13.67,38.13395004520129,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7215146,160.27333333333334,8.39,13.353333333333333,141.05221068518821,3.2099999999999995,7.876666666666668,14.479999999999999,19.19333333333333,23.63,22.566666666666666,22.566666666666663,19.503333333333334,14.436666666666667,8.01,2.86,1.9366666666666668
7215177,150.815,7.56,12.57,19.732466127368973,2.69,6.85,13.11,18.25,22.78,22.025,21.895,18.65,13.34,7.15,2.4699999999999998,1.595
7215253,152.52,6.92,12.71,20.27989243390603,2.16,5.99,12.66,18.41,24.03,23.65,23.35,19.21,13.1,6.62,2.12,1.21
7215277,162.1645,8.478,13.509,4324.789766413681,3.2284999999999995,7.974000000000001,14.652000000000001,19.512999999999998,23.859,22.7855,22.824499999999997,19.752000000000002,14.618500000000001,8.110499999999998,2.894,1.9435000000000002
7215280,164.1,8.74,13.67,244.63330558706969,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7215667,164.1,8.74,13.67,89.57527198899867,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7215673,143.66,6.0,11.97,89.77417058197521,1.58,4.87,11.3,17.52,23.31,23.38,22.97,18.46,12.02,5.72,1.69,0.83
7215740,164.1,8.74,13.67,28.587555472041384,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7216518,148.67,6.97,12.39,31.461550060296403,2.18,6.01,12.34,18.24,23.11,22.74,22.5,18.73,12.87,6.56,2.14,1.24
7217019,146.17,6.56,12.176666666666668,169.81692706105565,2.013333333333333,5.63,11.99,17.776666666666667,23.00333333333333,22.813333333333333,22.51,18.493333333333336,12.516666666666666,6.283333333333332,2.0033333333333334,1.1333333333333333
7218443,136.64,5.45,11.39,142.76858630041988,1.32,4.29,10.43,16.75,22.42,22.76,22.26,17.71,11.28,5.24,1.5,0.67
7218446,161.47,8.45,13.46,53.92633229219639,3.3,8.03,14.62,19.27,23.75,22.65,22.67,19.6,14.54,8.12,2.92,2.0
7218549,164.1,8.74,13.67,72.69555312431372,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7218565,162.94,8.35,13.58,27.89309537850229,3.12,7.79,14.55,19.58,24.24,23.25,23.24,19.93,14.57,7.99,2.82,1.87
7218568,153.27333333333334,7.25,12.770000000000001,127.18549658527249,2.4166666666666665,6.44,13.003333333333336,18.54,23.650000000000002,23.146666666666665,22.95,19.14,13.35,6.9366666666666665,2.3033333333333332,1.3933333333333333
7218596,143.85000000000002,6.175,11.99,28.096046469654567,1.795,5.195,11.629999999999999,17.34,23.09,22.965,22.560000000000002,18.29,12.195,5.970000000000001,1.8299999999999998,0.98
7218597,164.1,8.74,13.67,53.82024537474832,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7218607,164.1,8.74,13.67,187.51511139540068,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7218611,164.1,8.74,13.67,288.85742789590734,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7218633,161.45999999999998,8.245000000000001,13.455,76.56725510232889,2.995,7.58,14.265,19.61,24.095,23.175,23.165,19.86,14.395,7.805,2.74,1.7850000000000001
7218634,152.46,6.91,12.7,24.04782957587782,2.18,6.01,12.67,18.37,24.0,23.64,23.33,19.18,13.1,6.63,2.13,1.22
7218702,164.1,8.74,13.67,30.56369354358777,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7218828,142.16,6.03,11.85,30.012955790666368,1.72,5.03,11.45,17.06,22.95,22.9,22.41,18.09,12.02,5.84,1.76,0.92
7220619,153.58249999999998,7.75,12.7975,140.16068073265157,2.7775,7.0600000000000005,13.4225,18.622500000000002,23.075,22.27,22.21,18.9675,13.635000000000002,7.34,2.55,1.65
7220801,153.68400000000003,7.345999999999999,12.806000000000001,118.41969883696297,2.502,6.5680000000000005,13.16,18.462,23.669999999999998,23.07,22.848000000000003,19.122,13.437999999999999,7.034000000000001,2.352,1.456
7222184,148.74,7.39,12.39,52.01061155466853,2.52,6.56,12.72,18.28,22.53,21.88,21.8,18.56,13.11,6.92,2.36,1.48
7224444,158.54,7.946666666666666,13.206666666666665,29.839161937542936,2.8633333333333333,7.296666666666667,13.946666666666667,19.13,23.823333333333334,23.0,22.939999999999998,19.53,14.08,7.593333333333333,2.6300000000000003,1.6966666666666665
7224458,164.1,8.74,13.67,28.47218445372132,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7225306,164.1,8.74,13.67,58.44288085431684,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7226665,164.1,8.74,13.67,104.9794478680742,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7227923,164.1,8.74,13.67,29.66990636641345,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7232381,164.1,8.74,13.67,127.535106712942,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7233177,125.57,5.17,10.46,60.6923930664744,1.24,4.01,9.57,15.5,20.45,20.77,20.32,16.34,10.43,4.89,1.41,0.63
7233959,164.1,8.74,13.67,43.04144616253109,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7234589,164.1,8.74,13.67,44.86882502319038,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7234590,164.1,8.74,13.67,29.942615241779897,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7234601,164.1,8.74,13.67,28.83926441390433,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7235605,164.1,8.74,13.67,104.20256900493892,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7235664,164.1,8.74,13.67,63.033025714992846,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7240313,160.15333333333334,8.238333333333333,13.341666666666667,466.38862324114325,3.073333333333333,7.678333333333335,14.313333333333333,19.305,23.746666666666666,22.790000000000003,22.78833333333333,19.598333333333333,14.353333333333333,7.88,2.7816666666666667,1.84
7293111,159.22666666666666,8.209999999999999,13.266666666666666,179.8690010628282,3.0416666666666665,7.6000000000000005,14.191666666666668,19.215,23.655,22.686666666666667,22.68166666666667,19.51,14.261666666666665,7.8,2.7550000000000003,1.8216666666666665
7293118,162.45071428571427,8.528571428571428,13.532857142857143,763.6899007267142,3.266785714285714,8.0425,14.722857142857142,19.535357142857144,23.84857142857143,22.7475,22.795714285714286,19.76107142857143,14.668571428571429,8.161785714285713,2.921071428571429,1.9700000000000002
7293120,164.1,8.74,13.669999999999998,853.1030195411511,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7293455,164.1,8.74,13.67,714.8993094016463,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7293456,164.1,8.74,13.67,741.4306640625,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7293457,164.1,8.74,13.669999999999998,4191.91924177934,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7293863,156.26,7.35,13.02,58.896127355245,2.42,6.5,13.23,18.85,24.24,23.7,23.48,19.54,13.57,7.02,2.31,1.39
7293870,157.22,7.47,13.1,25.156330863315027,2.47,6.62,13.36,19.03,24.27,23.71,23.53,19.63,13.69,7.11,2.36,1.42
7293879,146.245,6.3566666666666665,12.186666666666667,163.49030892787403,1.8483333333333334,5.341666666666666,11.811666666666667,17.735,23.393333333333334,23.25333333333333,22.88,18.60166666666667,12.410000000000002,6.088333333333334,1.8783333333333332,1.0066666666666666
7293884,147.89,6.515000000000001,12.32,37.9317837856572,1.925,5.51,12.02,17.945,23.54,23.37,23.005000000000003,18.77,12.59,6.225,1.94,1.055
7293949,153.27,7.09,12.77,29.74727340762624,2.23,6.14,12.75,18.7,23.93,23.52,23.32,19.32,13.22,6.72,2.18,1.26
7293960,143.60500000000002,6.02,11.965,108.42437503623265,1.595,4.890000000000001,11.305,17.54,23.255000000000003,23.345,22.93,18.45,12.025,5.734999999999999,1.705,0.8400000000000001
7293964,147.945,6.6325,12.33,193.38509133759064,2.0275,5.6899999999999995,12.125,17.975,23.325,23.1125,22.802500000000002,18.715,12.6675,6.3525,2.02,1.135
7293996,164.1,8.74,13.67,41.65462066932001,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7294008,164.1,8.74,13.67,57.678019539985904,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7311129,164.1,8.74,13.67,89.26261685680122,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7311131,139.85,5.66,11.65,67.35709720932574,1.41,4.49,10.79,17.1,22.89,23.13,22.66,18.08,11.6,5.41,1.56,0.72
7311307,164.1,8.74,13.67,31.12777459955964,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7311309,164.1,8.74,13.67,31.29655459947824,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7311328,164.1,8.74,13.67,36.57913472677439,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7324991,149.29,6.63,12.44,31.372756295996115,1.95,5.6,12.13,18.23,23.67,23.49,23.18,18.98,12.72,6.3,1.97,1.07
7335657,144.02,6.04,12.0,38.72101779385512,1.66,4.98,11.47,17.39,23.37,23.33,22.87,18.42,12.1,5.81,1.73,0.88
7338286,164.1,8.74,13.67,66.58677002134519,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7344048,146.28,6.25,12.19,35.019317701857425,1.73,5.16,11.67,17.81,23.55,23.51,23.14,18.7,12.33,5.96,1.8,0.92
7346835,164.1,8.74,13.67,40.51951083722702,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7352870,164.1,8.74,13.669999999999998,1007.9021417637111,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7353319,164.1,8.74,13.67,79.01590802226163,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7353888,164.1,8.74,13.67,59.92520244041744,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7355575,164.1,8.74,13.67,209.52850221176112,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7355580,164.1,8.74,13.669999999999998,1919.6647333555266,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7356295,160.70875,8.41875,13.3875,661.7995654450556,3.195,7.902500000000001,14.50375,19.375,23.62625,22.576249999999998,22.61125,19.5875,14.4925,8.04,2.86875,1.92375
7356303,161.89083333333335,8.465,13.486666666666666,725.5866332929929,3.2241666666666666,7.961666666666667,14.623333333333333,19.4875,23.808333333333334,22.745833333333334,22.785833333333333,19.720833333333335,14.593333333333334,8.097499999999998,2.890833333333333,1.9425000000000001
7356304,164.1,8.74,13.67,682.1208079207944,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.890000000000004,14.89,8.36,3.02,2.06
7356306,164.09999999999997,8.74,13.67,675.0988896195034,3.3999999999999995,8.3,15.0,19.73,23.91,22.720000000000002,22.81,19.89,14.889999999999999,8.36,3.02,2.06
7356313,164.1,8.74,13.67,661.6425286244678,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7356374,164.1,8.74,13.67,312.1592755778503,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7364557,160.70222222222222,8.20111111111111,13.38888888888889,3207.6378750546073,3.042222222222222,7.626666666666667,14.315555555555555,19.324444444444445,23.950000000000003,23.0,22.964444444444446,19.684444444444445,14.365555555555554,7.852222222222222,2.7577777777777777,1.8155555555555556
7368182,157.57,7.765000000000001,13.129999999999999,144.54120818204666,2.7199999999999998,7.040000000000001,13.690000000000001,19.07,23.880000000000003,23.16,23.06,19.515,13.905000000000001,7.404999999999999,2.5300000000000002,1.595
7370110,156.385,7.615,13.030000000000001,149.74708980966378,2.6399999999999997,6.875,13.52,18.880000000000003,23.835,23.17,23.035,19.395,13.75,7.275,2.465,1.54
7370111,135.8,5.34,11.32,90.35056592278228,1.27,4.17,10.3,16.64,22.4,22.73,22.25,17.64,11.17,5.14,1.45,0.64
7373700,134.33,5.16,11.19,45.73370554589593,1.23,4.03,10.27,16.19,22.4,22.66,22.07,17.4,11.04,5.04,1.4,0.61
7381571,164.1,8.74,13.67,397.3551309254679,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7382311,143.252,6.5,11.937999999999999,70.98987507670799,1.996,5.544,11.831999999999999,17.308,22.596,22.324,21.978,18.086000000000002,12.308,6.192,1.968,1.1219999999999999
7390687,148.15,6.54,12.35,28.13865001680075,1.98,5.58,12.15,17.81,23.61,23.34,22.94,18.74,12.64,6.28,1.97,1.09
7391069,164.1,8.74,13.67,33.93724477986386,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7391073,143.96,6.1,12.0,36.36671956390979,1.65,4.99,11.38,17.61,23.21,23.24,22.86,18.47,12.11,5.81,1.75,0.87
7391225,151.89,6.89,12.66,21.955559517631123,2.19,6.0,12.64,18.28,23.9,23.53,23.2,19.1,13.06,6.62,2.13,1.23
7434901,155.32999999999998,7.285,12.94,96.05073532777007,2.38,6.42,13.1,18.81,24.105,23.61,23.39,19.45,13.475000000000001,6.9399999999999995,2.285,1.3599999999999999
7455628,137.93,6.07,11.49,33.449951626860226,1.76,5.04,11.27,16.44,22.15,21.99,21.5,17.48,11.76,5.82,1.77,0.97
7470257,151.29999999999998,7.246666666666667,12.606666666666667,238.53397808294818,2.47,6.460000000000001,12.99,18.136666666666667,23.3,22.726666666666663,22.48333333333333,18.80666666666667,13.243333333333334,6.933333333333334,2.316666666666667,1.4366666666666668
7494505,164.1,8.74,13.669999999999998,460.8841802045491,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494508,164.1,8.74,13.67,449.0346229072843,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494515,164.1,8.74,13.67,189.11929157411492,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494519,164.1,8.74,13.67,155.3399013818859,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494523,164.1,8.74,13.67,241.9603457789489,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494525,164.1,8.74,13.67,243.77988681822478,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494527,164.1,8.74,13.67,184.27922562340692,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494531,158.94333333333333,7.986666666666667,13.243333333333334,186.36711559372011,2.893333333333333,7.3500000000000005,14.013333333333334,19.156666666666666,23.86,23.016666666666666,22.953333333333333,19.55666666666667,14.13,7.64,2.65,1.7133333333333336
7494537,156.70333333333335,7.73,13.055,335.83426975759977,2.715,7.0200000000000005,13.625,18.941666666666666,23.736666666666665,23.02333333333333,22.90833333333333,19.391666666666666,13.838333333333333,7.38,2.525,1.595
7494540,162.166,8.338,13.51,446.77241812811593,3.1079999999999997,7.7700000000000005,14.496,19.516,24.082,23.094,23.088,19.84,14.524000000000001,7.970000000000001,2.81,1.86
7494543,161.8375,8.355,13.4825,463.87374333834714,3.1275,7.800000000000001,14.504999999999999,19.4875,23.975,22.97,22.9775,19.78,14.52,7.9875,2.825,1.8725
7494548,162.872,8.504000000000001,13.568000000000001,416.6301752493898,3.228,7.988000000000001,14.7,19.602,23.992,22.913999999999998,22.951999999999998,19.85,14.669999999999998,8.129999999999999,2.898,1.9420000000000002
7494549,164.1,8.74,13.67,116.89917504210202,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494896,148.99,6.59,12.42,80.7512434746355,1.92,5.55,12.08,18.19,23.67,23.51,23.18,18.96,12.68,6.26,1.95,1.05
7494914,164.1,8.74,13.669999999999998,2174.2968408099214,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494921,164.1,8.74,13.67,4992.700593735887,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.890000000000004,14.89,8.36,3.02,2.06
7494932,164.1,8.74,13.67,906.5719898606864,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494977,156.35666666666665,7.79,13.026666666666666,255.88690686213758,2.81,7.153333333333333,13.753333333333332,18.790000000000003,23.570000000000004,22.76,22.659999999999997,19.253333333333334,13.883333333333333,7.476666666666667,2.58,1.6600000000000001
7494979,156.16,7.773333333333333,13.01,272.731016860376,2.8033333333333332,7.136666666666667,13.729999999999999,18.763333333333332,23.536666666666665,22.75,22.64,19.23,13.863333333333335,7.466666666666666,2.5733333333333333,1.656666666666667
7494981,164.1,8.74,13.67,266.6240213018488,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494987,164.1,8.74,13.67,280.8597988471657,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7494996,164.1,8.74,13.67,380.4512147941545,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7495004,164.1,8.74,13.67,392.2227376298671,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7495153,149.63333333333333,7.116666666666667,12.469999999999999,73.32739814873955,2.3333333333333335,6.256666666666667,12.596666666666666,18.22,23.08666666666667,22.63,22.41,18.75,13.030000000000001,6.739999999999999,2.236666666666667,1.3433333333333335
7495173,164.1,8.74,13.67,1360.6166515349782,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7495176,161.8895652173913,8.430000000000001,13.48608695652174,6535.374344875091,3.1973913043478257,7.915217391304348,14.59695652173913,19.471739130434784,23.871304347826086,22.816086956521737,22.842173913043478,19.734347826086957,14.57391304347826,8.066521739130435,2.8708695652173915,1.9221739130434783
7495195,164.1,8.74,13.67,49.667680787699545,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7509715,164.1,8.74,13.67,38.044326351852796,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7515076,156.00833333333333,7.613333333333333,12.996666666666668,201.60685670010113,2.6533333333333333,6.891666666666667,13.501666666666667,18.833333333333332,23.741666666666664,23.063333333333333,22.933333333333334,19.336666666666666,13.729999999999999,7.283333333333334,2.4766666666666666,1.5533333333333335
7520680,134.19,5.19,11.18,77.32824711977543,1.21,4.02,10.08,16.44,22.23,22.63,22.12,17.47,10.99,5.01,1.4,0.6
7535385,164.1,8.74,13.67,341.0750450116841,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7535386,164.1,8.74,13.67,222.3260912795447,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7537158,160.77,8.02,13.4,72.20031833654146,2.82,7.28,14.03,19.5,24.26,23.47,23.4,19.89,14.23,7.6,2.62,1.66
7537187,164.1,8.74,13.67,3821.667480494906,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7537545,158.26,7.945,13.184999999999999,175.84902683905563,2.9050000000000002,7.32,13.969999999999999,18.990000000000002,23.795,22.945,22.84,19.445,14.07,7.615,2.6399999999999997,1.725
7537550,164.1,8.74,13.67,436.39007909800085,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7537554,147.77,6.475,12.315000000000001,126.09295189001175,1.9,5.465,11.995000000000001,17.915,23.57,23.4,23.03,18.775,12.56,6.1899999999999995,1.92,1.04
7537559,164.1,8.74,13.67,139.56646748367822,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7537618,164.1,8.74,13.67,33.50034437296575,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
7537620,159.22,7.73,13.27,55.75381082716009,2.65,6.94,13.72,19.23,24.36,23.66,23.52,19.78,13.97,7.36,2.48,1.54
