etak_id,lat,lon,total_roof_area,district,ehr_code,address_id,address,name,type,year,total_area,floors,energy_label,residential,assembly,business,educational,industrial,institutional,mercantile,storage,other
728449,58.35453891595716,26.727599614908748,34.22,Ropka,nan,ME03036628,"Vasara tänav 10, Tartu linn",,,,,,,,,,,,,,,
737756,58.35779009387903,26.79065941157303,204.24,Ihaste,121263458.0,EE03737345,"Endel Kõksi tänav 11, Tartu linn",Üksikelamu,üksikelamu,2020.0,225.6,2.0,,0.75177304964539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710836,58.367783548031554,26.7299515890054,32.82,Karlova,nan,ME03043421,"Tähe tänav 50a/3, Tartu linn",,,,,,,,,,,,,,,
727745,58.345646130272,26.787944145592885,147.19,Ihaste,104019203.0,EE00752942,"Kesakanni tänav 56, Tartu linn",Üksikelamu,üksikelamu,1977.0,131.2,2.0,,0.940548780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736779,58.34673850333007,26.77315382548119,245.18,Ihaste,120282644.0,EE00994444,"Hipodroomi tänav 3c, Tartu linn",Üksikelamu,üksikelamu,2009.0,182.9,1.0,,0.8419901585565883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721578,58.36993840941204,26.69448113463876,221.16,Veeriku,104043333.0,EE00775236,"Kullerkupu tänav 5, Tartu linn",Üksikelamu,üksikelamu,1958.0,168.7,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726913,58.348017036473614,26.777320409301712,139.86,Ihaste,120678909.0,EE03245349,"Lõkketule tänav 14, Tartu linn",Aiamaja,"suvila, aiamaja",1988.0,80.5,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716266,58.37294473192879,26.69071293730397,120.8,Veeriku,104041106.0,EE00773178,"Sangla tänav 27, Tartu linn",Üksikelamu,üksikelamu,1977.0,200.5,2.0,,0.7296758104738155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715644,58.3877847233536,26.707097389276555,57.36,Supilinna,nan,ME03027738,"Piiri tänav 6, Tartu linn",,,,,,,,,,,,,,,
710384,58.39044103836787,26.71859370029379,127.4,Ülejõe,104042047.0,EE00774037,"Ujula tänav 76, Tartu linn",Elamu ja arstiabi osutamise hoone,üksikelamu,1977.0,190.9,2.0,,0.8716605552645365,0.0,0.1283394447354635,0.0,0.0,0.0,0.0,0.0,0.0
6729199,58.33996493088183,26.736555767994137,68.07,Ropka tööstuse,120681738.0,ME03262873,"Tähe tänav 118, Tartu linn",Kompressorite hoone nr 2,reoveepuhasti hoone,,68.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
644089,58.36875905263407,26.730123819496487,140.34,Karlova,104036231.0,EE00768852,"Lev Tolstoi tänav 7, Tartu linn",Elamu,üksikelamu,1977.0,81.8,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354539,58.3491883066335,26.50146881842967,55.45,Endine Tähtvere vald,nan,ME02973505,,,,,,,,,,,,,,,,
727822,58.36506900601129,26.731341312985563,173.6,Karlova,104015967.0,EE00749967,"Linda tänav 21, Tartu linn",Elamu+pooleliolev juurdeehitus,üksikelamu,1957.0,175.7,2.0,,0.6351735913488902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712440,58.376817266693614,26.70373224068912,511.03,Vaksali,104042192.0,EE00774176,"Vabriku tänav 1, Tartu linn",Elamu,üksikelamu,1977.0,794.2,2.0,,0.6898766053890707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707484,58.39377251527501,26.620652749455576,113.26,Endine Tähtvere vald,120191334.0,EE01064127,"Kulli tee 7, Tartu linn",Elamu,üksikelamu,1985.0,65.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727155,58.373454502220376,26.68880663985212,207.17,Veeriku,104042783.0,EE00774716,"Maisi tänav 6, Tartu linn",Elamu,üksikelamu,1977.0,134.9,10.0,,0.7005189028910304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715931,58.37301786000805,26.707113314922648,264.46,Tammelinna,104019249.0,ME00752985,"Vaksali tänav 12a, Tartu linn",Puhkusehoone,muu lühiajalise majutuse hoone,,139.5,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726405,58.35197635918697,26.70799097708036,141.9,Variku,104017146.0,EE00751060,"Muraka tänav 1, Tartu linn",Elamu,üksikelamu,1977.0,229.8,2.0,,0.556135770234987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721140,58.37302579400708,26.75865372215976,1069.55,Annelinna,104031724.0,EE00764740,"Kalda tee 16, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1974.0,5106.2,5.0,E,0.7721789197446243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729069,58.358867894993935,26.70483568687591,92.54,Tammelinna,nan,ME03027847,"Ööbiku tänav 20, Tartu linn",,,,,,,,,,,,,,,
716762,58.38109688136309,26.70955933049779,267.02,Kesklinna,104035095.0,EE00767801,"Veski tänav 4a, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1977.0,273.7,2.0,,0.844355133357691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644243,58.3696949874694,26.73305096489143,74.77,Karlova,121295795.0,ME03776606,"Marta tänav 2, Tartu linn",Kuurid,"elamu, kooli vms abihoone",1967.0,52.3,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720493,58.37827137204478,26.745327030283573,882.26,Annelinna,104017981.0,EE00751844,"Uus tänav 63, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1986.0,4564.7,5.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728190,58.35143054141959,26.69844949928715,61.72,Tammelinna,nan,ME03035787,"Räägu tänav 13, Tartu linn",,,,,,,,,,,,,,,
716647,58.37366944493194,26.725235750371706,513.18,Kesklinna,104034196.0,EE01936470,"Tähe tänav 2, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1964.0,1776.4,4.0,A,0.7622720108083764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644337,58.39837871036404,26.71984339792011,162.84,Raadi-Kruusamäe,104042330.0,EE00774302,"Vainu tänav 17, Tartu linn",Elamu,üksikelamu,1977.0,350.4,2.0,,0.5570776255707762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644825,58.37028471848581,26.720284956883035,72.46,Kesklinna,104013581.0,EE00747777,"Filosoofi tänav 12, Tartu linn",Elamu,kahe korteriga elamu,1949.0,84.6,2.0,,0.9456264775413712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726079,58.35166846117028,26.72058316841945,161.14,Ropka,104025756.0,EE00759155,"Võruvälja tänav 3, Tartu linn",Elamu,üksikelamu,1977.0,110.1,1.0,,0.5685740236148956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710815,58.39673038109106,26.732641469631808,127.82,Raadi-Kruusamäe,104042329.0,EE00774301,"Killustiku tänav 9, Tartu linn",Elamu,üksikelamu,1947.0,282.1,2.0,,0.4204182913860332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722046,58.36443549707798,26.70399862720708,200.81,Tammelinna,104013548.0,EE00747745,"Elva tänav 22, Tartu linn",Elamu,üksikelamu,1977.0,175.1,1.0,,0.7247287264420332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712075,58.34773283029086,26.70529876047586,29.98,Variku,nan,,,,,,,,,,,,,,,,,
719599,58.359575670244325,26.70373936262734,187.08,Tammelinna,104017403.0,EE00751307,"Kure tänav 23, Tartu linn",Üksikelamu,üksikelamu,1977.0,269.1,2.0,,0.6848755109624675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6073809,58.35167046499022,26.52012846835308,31.41,Endine Tähtvere vald,nan,ME02343962,"Aiakaare tee 1, Tartu linn",,,,,,,,,,,,,,,
702929,58.38012612314108,26.66747330019449,160.14,Endine Tähtvere vald,104049156.0,EE00780868,"Kandi tee 12, Tartu linn",Elamu,üksikelamu,1947.0,252.0,2.0,,0.4817460317460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722432,58.36546555811545,26.70008973349446,217.81,Tammelinna,104036758.0,EE00769347,"Säde tänav 3, Tartu linn",Elamu,üksikelamu,1998.0,207.5,1.0,,0.4486746987951807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719786,58.36848418826255,26.745091326146014,611.89,Karlova,104017176.0,ME00751086,"Rebase tänav 16/1, Tartu linn",Kauplus-katlamaja,kaubandushoone,,422.1,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9831793413882964,0.0,0.0
731212,58.35131150281006,26.721452685349345,71.65,Ropka,nan,ME03026206,"Võruvälja tänav 9, Tartu linn",,,,,,,,,,,,,,,
710992,58.34905973317343,26.724769108990063,710.83,Ropka tööstuse,104018446.0,EE00752260,"Jalaka tänav 42, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,1995.0,3373.4,5.0,D,0.7779984585284876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737651,58.40369004052437,26.69779474495702,216.25,Kvissentali,120259780.0,EE01144546,"Pootsmani tänav 20, Tartu linn",Üksikelamu,üksikelamu,2005.0,222.6,2.0,,0.8890386343216532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7121708,58.36092042398599,26.73033730264623,275.21,Karlova,120769660.0,EE03488323,"Tähe tänav 99, Tartu linn",Tähe tn 99 korterelamu,muu kolme või enama korteriga elamu,2017.0,575.4,3.0,,0.7577337504344804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710735,58.36232107668193,26.6939066007,92.26,Tammelinna,nan,ME03033711,"Riia tänav 114, Tartu linn",,,,,,,,,,,,,,,
6966028,58.38692497807136,26.538847908121664,69.91,Endine Tähtvere vald,nan,ME03513851,"Raba tee 21, Tartu linn",,,,,,,,,,,,,,,
718430,58.38010373526832,26.7596631283238,130.26,Annelinna,104040139.0,EE00772293,"Jaama tänav 153, Tartu linn",Elamu,üksikelamu,1977.0,168.8,2.0,,0.6415876777251184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709858,58.35110529935905,26.705377817374167,217.61,Variku,104040389.0,EE00772521,"Variku tänav 32, Tartu linn",Eramu,üksikelamu,1995.0,377.8,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7721716,58.389819834597326,26.58162875449213,287.98,Endine Tähtvere vald,120778415.0,EE03508870,"Mesila tee 4, Tartu linn",Üksikelamu,üksikelamu,2020.0,153.3,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727330,58.343233948361,26.78259326333725,176.91,Ihaste,104018860.0,EE00752615,"Talutare tänav 8, Tartu linn",Suvila,"suvila, aiamaja",1973.0,35.9,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712477,58.36283805027319,26.690929198447577,220.93,Tammelinna,104029856.0,EE00762994,"Riia tänav 145, Tartu linn",Elamu,üksikelamu,1977.0,228.9,1.0,,0.5482743556138051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713152,58.38801468301907,26.696503199646777,974.85,Tähtvere,120531059.0,ME01685642,"Friedrich Reinhold Kreutzwaldi tänav 1, Tartu linn",Õppehoone(tähtvere mõisa peahoone),"ülikooli, rakenduskõrgkooli õppehoone",1913.0,1198.6,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
720778,58.37057402039279,26.70481192525333,315.41,Tammelinna,104015154.0,ME00749196,"Väike kaar 33, Tartu linn",Kontorihoone,büroohoone,1948.0,382.8,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6499069,58.38235139333426,26.700115305714167,28.27,Tähtvere,nan,,,,,,,,,,,,,,,,,
7824897,58.40309923918379,26.705576571971505,220.21,Kvissentali,121302979.0,EE03803452,"Meruski tänav 10, Tartu linn",Ridaelamu,ridaelamu,2021.0,454.6,2.0,B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8111487,58.35490844332325,26.70541080384436,28.4,Tammelinna,nan,,,,,,,,,,,,,,,,,
711569,58.35696399809733,26.78538468112589,186.88,Ihaste,104037298.0,EE01668686,"Jaan Koorti tänav 19, Tartu linn",Elamu,kahe korteriga elamu,2000.0,285.3,2.0,,0.6316158429723098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6883166,58.38329229130333,26.71985119996696,1048.24,Kesklinna,104028884.0,ME00762077,"Lai tänav 29, Tartu linn",Korterelamu-ärihoone,muu kolme või enama korteriga elamu,1938.0,5077.4,4.0,,0.6246307165084493,0.0502225548509079,0.7029188167172176,0.0,0.0,0.0,0.0,0.0,0.0
716911,58.3848869880636,26.700611743759723,215.16,Tähtvere,104037441.0,EE01668696,"Lydia Koidula tänav 14, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1977.0,343.8,2.0,,0.7515997673065735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705596,58.35685030082074,26.57583164272917,51.44,Endine Tähtvere vald,nan,,,,,,,,,,,,,,,,,
727485,58.39064666968499,26.74604794260284,146.6,Raadi-Kruusamäe,104049838.0,ME00781492,"Roosi tänav 91k, Tartu linn",Soe puurimaja pos.7 (lemmikloomade varjupaik),muu erihoone,2000.0,107.8,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
644717,58.39404770706376,26.714063650521403,178.54,Ülejõe,121349936.0,EE03919277,"Puiestee tänav 7b, Tartu linn",Üksikelamu,üksikelamu,2021.0,432.7,2.0,,0.7356135890917496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6495436,58.38940676595387,26.7120877426428,297.96,Supilinna,120601135.0,EE02001516,"Meloni tänav 28, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,2011.0,537.9,3.0,C,0.9230340211935304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716959,58.38394758476584,26.721948281697983,762.7,Kesklinna,104043699.0,ME00775591,"Lai tänav 37, Tartu linn",Võimlahoone,"spordihall, võimla",,457.4,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718861,58.3902369064874,26.72030527099845,141.44,Ülejõe,104042022.0,EE00774012,"Ujula tänav 29, Tartu linn",Elamu,üksikelamu,1947.0,138.1,2.0,,0.7277335264301231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729276,58.352879388295165,26.71871233919167,194.45,Ropka,104016297.0,EE00750254,"Kirsi tänav 2, Tartu linn",Elamu,üksikelamu,1977.0,177.0,1.0,,0.5542372881355931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644471,58.38736722074677,26.71786165951176,54.51,Supilinna,104013575.0,EE00747771,"Emajõe tänav 8a, Tartu linn",Elamu (ii),üksikelamu,1977.0,31.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717309,58.38327243318971,26.73665945594077,88.88,Ülejõe,104025383.0,EE00758805,"Raatuse tänav 75, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,1977.0,223.2,3.0,,0.9480286738351256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726182,58.353736855339584,26.694698972712164,51.63,Tammelinna,nan,ME03036359,"Aardla tänav 92, Tartu linn",,,,,,,,,,,,,,,
718360,58.38264544356467,26.740125426635373,151.67,Ülejõe,104015270.0,EE00749307,"Uus tänav 22, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,1977.0,135.5,2.0,,0.9092250922509224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717659,58.38107889601674,26.71935415432412,772.01,Kesklinna,120725415.0,ME03414018,"Jakobi tänav 1, Tartu linn",Administratiivhoone,büroohoone,1852.0,1707.6,5.0,,0.0,0.0,0.9931482782853128,0.9931482782853128,0.0,0.0,0.0,0.0,0.0
717578,58.38608431229356,26.728716775472066,53.85,Ülejõe,121300025.0,ME03784518,"Mäe tänav 18, Tartu linn",Kuur,"elamu, kooli vms abihoone",1990.0,36.9,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694195,58.396191305126855,26.71957732267743,137.72,Raadi-Kruusamäe,104038545.0,EE00770881,"Vaikne tänav 3, Tartu linn",Ridaelamu boks,ridaelamu,1999.0,217.5,2.0,,0.6280459770114942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720667,58.36865070358729,26.73460011735216,1389.02,Karlova,104040451.0,ME00772583,"Kalevi tänav 76, Tartu linn",Salemi kirik,"kirik, katedraal, mošee, sünagoog, palvemaja või kabel",2000.0,1776.0,2.0,,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715130,58.3820325853364,26.76625942036676,374.35,Jaamamõisa,104030505.0,EE00763591,"Rõõmu tee 8, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1977.0,877.3,2.0,,0.6200843497093355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7138691,58.35236287559768,26.720111816326657,43.95,Ropka,nan,ME03601478,"Võruvälja tänav 2, Tartu linn",,,,,,,,,,,,,,,
708050,58.40029849422067,26.66865699780864,58.28,Endine Tähtvere vald,nan,ME03058899,,,,,,,,,,,,,,,,
718689,58.38488183440757,26.737232321985875,213.05,Ülejõe,104034862.0,EE00767580,"Jaama tänav 42, Tartu linn",Hoolekandeasutus,noortekodu,1995.0,749.4,2.0,,0.0,0.0,0.0,0.0,0.0,0.2443287963704296,0.0,0.0,0.0
719176,58.37614697478741,26.692083642758693,294.9,Veeriku,104034582.0,EE00767315,"Ilmatsalu tänav 8, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,1962.0,652.2,3.0,,0.7408770315854032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731898,58.34996881856112,26.71047534723832,182.37,Variku,104036593.0,EE00769190,"Mesika tänav 27, Tartu linn",Elamu,üksikelamu,1977.0,258.7,2.0,,0.4263625821414766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6959548,58.35362866891415,26.58050981289428,52.96,Endine Tähtvere vald,nan,ME03507435,"Jänesmäe tee 2, Tartu linn",,,,,,,,,,,,,,,
721849,58.35316655911655,26.71436360848089,229.44,Ropka,104016418.0,EE00750370,"Ülenurme tänav 7, Tartu linn",Elamu,üksikelamu,1964.0,144.1,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730065,58.34875487449152,26.789999879022304,115.46,Ihaste,104018575.0,EE00752364,"Pääsusilma tänav 15, Tartu linn",Aiamaja,"suvila, aiamaja",1984.0,37.7,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717555,58.37053401167623,26.69485831746219,138.97,Veeriku,104040202.0,EE00772356,"Ülase tänav 2, Tartu linn",Elamu,üksikelamu,1977.0,211.2,2.0,,0.4640151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719332,58.362716196881344,26.71379795287816,223.16,Tammelinna,104017558.0,EE00751455,"Kungla tänav 17a, Tartu linn",Üksikelamu,üksikelamu,1970.0,330.0,2.0,,0.6648484848484849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643916,58.3831832690944,26.714102524144693,49.98,Supilinna,104031487.0,EE00764515,"Tähtvere tänav 1/2, Tartu linn",Elamu,üksikelamu,1977.0,30.9,1.0,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711031,58.38447293773211,26.73990218480084,115.44,Ülejõe,104016710.0,ME00750655,"Jaama tänav 54a, Tartu linn",Kauplus,muu kaubandushoone,1959.0,28.9,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
721432,58.35081968721523,26.72885461909053,57.6,Ropka tööstuse,nan,ME03036695,"Sepa tänav 20, Tartu linn",,,,,,,,,,,,,,,
721537,58.36890865434204,26.6812919446906,174.57,Veeriku,104042006.0,EE00773996,"Nisu tänav 59, Tartu linn",Elamu,üksikelamu,1995.0,251.6,2.0,,0.5162957074721781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731675,58.37431492183682,26.705712253274736,40.88,Vaksali,104038641.0,ME00770959,"Vaksali tänav 6b, Tartu linn",Einelaud,muu toitlustushoone,1999.0,49.8,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355823,58.38580613028257,26.54145618274928,229.43,Endine Tähtvere vald,120852509.0,EE03679565,"Raba tee 6, Tartu linn",,,,,,,,,,,,,,,
714089,58.39273224468644,26.733861410355647,1784.64,Raadi-Kruusamäe,nan,ME03027975,"Jänese tänav 2, Tartu linn",,,,,,,,,,,,,,,
710953,58.38464811340909,26.728266521256927,56.04,Ülejõe,nan,ME03027398,"Urva tänav 4, Tartu linn",,,,,,,,,,,,,,,
7793821,58.40030552007817,26.724696003595124,31.6,Raadi-Kruusamäe,nan,,,,,,,,,,,,,,,,,
716956,58.38459705707324,26.729276152459768,77.19,Ülejõe,104031200.0,ME00764256,"Roosi tänav 10, Tartu linn",Saun,"elamu, kooli vms abihoone",,54.3,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723136,58.36646235926719,26.728846737708235,62.51,Karlova,104014159.0,EE00748296,"Kuu tänav 17, Tartu linn",Elamu,üksikelamu,1977.0,28.9,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706614,58.34973427176133,26.60948119464499,156.67,Endine Tähtvere vald,120732392.0,EE03011973,,Üksikelamu,üksikelamu,1992.0,195.8,1.0,,0.8472931562819203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714760,58.384119756558576,26.72985475822253,31.11,Ülejõe,nan,,,,,,,,,,,,,,,,,
723657,58.37899950395835,26.717011919169178,1608.63,Kesklinna,104043860.0,ME00775736,"Lossi tänav 36, Tartu linn",Tartu ülikooli sotsiaalteaduskonna õppehoone,"ülikooli, rakenduskõrgkooli õppehoone",1875.0,4782.8,5.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6493627,58.40336602388639,26.70676406787869,72.63,Kvissentali,nan,ME03240835,"Meruski tänav 1, Tartu linn",,,,,,,,,,,,,,,
723002,58.35992988639055,26.701029046699976,216.32,Tammelinna,104036461.0,EE00769066,"Raja tänav 6, Tartu linn",Elamu,üksikelamu,1998.0,276.0,2.0,,0.5445652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719670,58.38003988147435,26.74387764783873,178.06,Annelinna,104027530.0,EE00760836,"Paju tänav 11b, Tartu linn",Elamu,üksikelamu,1977.0,143.3,1.0,,0.9651081646894628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5693895,58.38383594141144,26.73030206683212,73.72,Ülejõe,nan,ME03052031,"Punga tänav 10, Tartu linn",,,,,,,,,,,,,,,
718164,58.38454827086032,26.708150932496828,275.75,Tähtvere,104043719.0,EE00775611,"Laulupeo puiestee 9, Tartu linn",Korterelamu,muu kolme või enama korteriga elamu,1946.0,763.6,4.0,,0.8059193294918805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643194,58.3857994749352,26.7092547955254,129.88,Supilinna,104038494.0,EE00770835,"Tähtvere tänav 45, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1917.0,205.5,2.0,,0.4987834549878345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729698,58.36169795376046,26.711083605700363,147.93,Tammelinna,104040880.0,EE00772966,"Tammekuru tänav 10, Tartu linn",Elamu,üksikelamu,1961.0,93.9,1.0,,0.6208732694355696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726391,58.358831071320736,26.69697112040365,322.23,Tammelinna,104040504.0,EE00772636,"Tamme puiestee 65, Tartu linn",Elamu,üksikelamu,1947.0,122.4,1.0,,0.4052287581699346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729201,58.35617244541314,26.705360996711065,295.08,Tammelinna,104041522.0,EE00773543,"Soinaste tänav 45, Tartu linn",Elamu,üksikelamu,1977.0,283.7,1.0,,0.4437786394078252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717784,58.38680467574039,26.70906162819524,139.57,Supilinna,104014340.0,EE00748458,"Meloni tänav 7, Tartu linn",Elamu,üksikelamu,1977.0,167.4,2.0,,0.9020310633213858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721785,58.36737208253338,26.743006675687468,36.98,Karlova,nan,,,,,,,,,,,,,,,,,
644026,58.38072463287586,26.72252597073773,189.04,Kesklinna,104039185.0,ME00771438,"Küütri tänav 7, Tartu linn",Ärihoone,kaubandushoone,1889.0,345.8,2.0,,0.0,0.3097165991902834,0.2683632157316367,0.0,0.0,0.0,0.3079814921920185,0.0,0.0
721775,58.36702969332433,26.73570044788816,605.58,Karlova,104018147.0,EE00752000,"Kuu tänav 18, Tartu linn",Elamu,muu kolme või enama korteriga elamu,1993.0,3036.0,5.0,F,0.749802371541502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7025985,58.35631239716826,26.699850122980536,44.09,Tammelinna,120762491.0,EE03476005,"Lemmatsi tänav 6/4, Tartu linn",Ridaelamu sektsioon,üksikelamu,1986.0,60.3,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725003,58.37934923802671,26.69787332777188,30.73,Tähtvere,nan,ME03028872,"Vaksali tänav 38/4, Tartu linn",,,,,,,,,,,,,,,
716110,58.40759478390813,26.705373187992947,2641.49,Kvissentali,104039189.0,ME00771442,"Kvissentali tee 1a, Tartu linn",Ladu,"elamu, kooli vms abihoone",,1084.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720871,58.37490993572068,26.71002427758621,94.52,Vaksali,nan,ME03337151,"Julius Kuperjanovi tänav 44a, Tartu linn",,,,,,,,,,,,,,,
726864,58.34505110084792,26.71733929601361,442.45,Ropka tööstuse,120810262.0,ME03584795,"Ringtee tänav 2, Tartu linn",Abihoone nr 3,muu laohoone,,420.5,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992865636147444,0.0
724325,58.34816375389914,26.779148752961373,112.51,Ihaste,120246872.0,EE01110360,"Elulõnga tänav 13, Tartu linn",Aiamaja,"suvila, aiamaja",,33.1,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642113,58.40040984089923,26.71275936712956,28.93,Raadi-Kruusamäe,nan,,,,,,,,,,,,,,,,,
6714416,58.35974701349764,26.712142290328103,450.12,Tammelinna,104014189.0,EE00748322,"Kungla tänav 31, Tartu linn",Elamu,üksikelamu,,46.7,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689553,58.35521374355412,26.72888136440795,49.96,Ropka,nan,ME03025638,"Tähe tänav 117, Tartu linn",,,,,,,,,,,,,,,
721919,58.37053423624749,26.685778379505816,245.5,Veeriku,104041127.0,EE00773199,"Sangla tänav 57, Tartu linn",Üksikelamu,üksikelamu,2003.0,206.2,2.0,,0.7822502424830263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723209,58.36402242494469,26.709690512490408,139.61,Tammelinna,104043110.0,EE00775023,"Räni põik 10, Tartu linn",Elamu,üksikelamu,1977.0,108.7,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
