value_kwh,filename,etak_id,address_id,month,year
1939.43,data_electricity_EE02050632_720467_311680859_2022-01-01_2022-12-31.csv,720467,EE02050632,10,2022
1840.29,data_electricity_EE02050632_720467_311680859_2022-01-01_2022-12-31.csv,720467,EE02050632,11,2022
1719.82,data_electricity_EE02050632_720467_311680859_2022-01-01_2022-12-31.csv,720467,EE02050632,12,2022
203.29700000000003,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,7,2021
202.044,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,8,2021
194.942,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,9,2021
201.03500000000003,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,10,2021
194.47500000000002,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,11,2021
167.967,data_electricity_EE00747913_718658_697182394_2021-01-01_2021-12-31.csv,718658,EE00747913,12,2021
171.71,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,1,2022
154.56,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,2,2022
170.476,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,3,2022
166.483,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,4,2022
171.679,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,5,2022
166.395,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,6,2022
164.90300000000002,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,7,2022
162.583,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,8,2022
129.17100000000002,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,9,2022
135.579,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,10,2022
156.452,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,11,2022
156.33100000000002,data_electricity_EE00747913_718658_697182394_2022-01-01_2022-12-31.csv,718658,EE00747913,12,2022
1246.286,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,7,2021
1830.559,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,8,2021
2349.532,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,9,2021
3071.014,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,10,2021
3554.517,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,11,2021
3795.705,data_electricity_EE00749859_727566_697182398_2021-01-01_2021-12-31.csv,727566,EE00749859,12,2021
3767.632,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,1,2022
2945.838,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,2,2022
2593.209,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,3,2022
1909.336,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,4,2022
1383.3,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,5,2022
972.18,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,6,2022
1201.099,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,7,2022
1730.159,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,8,2022
1885.189,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,9,2022
2411.006,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,10,2022
3526.44,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,11,2022
3833.137,data_electricity_EE00749859_727566_697182398_2022-01-01_2022-12-31.csv,727566,EE00749859,12,2022
280.289,data_electricity_EE00750789_715319_697182284_2021-01-01_2021-12-31.csv,715319,EE00750789,7,2021
245.19799999999998,data_electricity_EE00750789_715319_697182284_2021-01-01_2021-12-31.csv,715319,EE00750789,8,2021
227.246,data_electricity_EE00750789_715319_967971667_2022-01-01_2022-12-31.csv,715319,EE00750789,8,2022
1094.709,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,7,2021
978.27,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,8,2021
1098.4,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,9,2021
1143.265,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,10,2021
1017.185,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,11,2021
1132.382,data_electricity_EE00750867_719328_697182428_2021-01-01_2021-12-31.csv,719328,EE00750867,12,2021
1039.485,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,1,2022
899.283,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,2,2022
1032.425,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,3,2022
968.301,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,4,2022
1052.936,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,5,2022
913.21,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,6,2022
1011.192,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,7,2022
927.266,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,8,2022
898.647,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,9,2022
1042.506,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,10,2022
1183.562,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,11,2022
1281.854,data_electricity_EE00750867_719328_697182428_2022-01-01_2022-12-31.csv,719328,EE00750867,12,2022
112.26299999999999,data_electricity_EE00762491_340678_697182273_2021-01-01_2021-12-31.csv,340678,EE00762491,7,2021
312.84499999999997,data_electricity_EE00762491_340678_697182343_2021-01-01_2021-12-31.csv,340678,EE00762491,7,2021
295.469,data_electricity_EE00762491_340678_697182343_2021-01-01_2021-12-31.csv,340678,EE00762491,8,2021
145.283,data_electricity_EE00762491_340678_967971655_2022-01-01_2022-12-31.csv,340678,EE00762491,8,2022
304.173,data_electricity_EE00762491_340678_967971685_2022-01-01_2022-12-31.csv,340678,EE00762491,8,2022
3.574,data_electricity_EE00765385_720251_697182351_2021-01-01_2021-12-31.csv,720251,EE00765385,9,2021
556.697,data_electricity_EE00765385_720251_697182351_2021-01-01_2021-12-31.csv,720251,EE00765385,10,2021
47.646,data_electricity_EE00765385_720251_697182351_2022-01-01_2022-12-31.csv,720251,EE00765385,7,2022
79.80799999999999,data_electricity_EE00765385_720251_697182351_2022-01-01_2022-12-31.csv,720251,EE00765385,8,2022
632.646,data_electricity_EE00765385_720251_697182382_2021-01-01_2021-12-31.csv,720251,EE00765385,7,2021
290.781,data_electricity_EE00765385_720251_697182382_2021-01-01_2021-12-31.csv,720251,EE00765385,8,2021
26.933,data_electricity_EE00765385_720251_697182382_2021-01-01_2021-12-31.csv,720251,EE00765385,9,2021
18.056,data_electricity_EE00765385_720251_697182382_2022-01-01_2022-12-31.csv,720251,EE00765385,4,2022
1136.51,data_electricity_EE00765385_720251_697182382_2022-01-01_2022-12-31.csv,720251,EE00765385,7,2022
274.371,data_electricity_EE00765385_720251_697182382_2022-01-01_2022-12-31.csv,720251,EE00765385,8,2022
10.267000000000001,data_electricity_EE00765385_720251_697182382_2022-01-01_2022-12-31.csv,720251,EE00765385,9,2022
10.081,data_electricity_EE00772651_730650_973439318_2021-01-01_2021-12-31.csv,730650,EE00772651,8,2021
9.805,data_electricity_EE00772651_730650_973439318_2021-01-01_2021-12-31.csv,730650,EE00772651,9,2021
10.148,data_electricity_EE00772651_730650_973439318_2021-01-01_2021-12-31.csv,730650,EE00772651,10,2021
9.902,data_electricity_EE00772651_730650_973439318_2021-01-01_2021-12-31.csv,730650,EE00772651,11,2021
10.006,data_electricity_EE00772651_730650_973439318_2021-01-01_2021-12-31.csv,730650,EE00772651,12,2021
10.316,data_electricity_EE00772651_730650_973439318_2022-01-01_2022-12-31.csv,730650,EE00772651,1,2022
9.897,data_electricity_EE00772651_730650_973439318_2022-01-01_2022-12-31.csv,730650,EE00772651,11,2022
9.638,data_electricity_EE00772651_730650_973439318_2022-01-01_2022-12-31.csv,730650,EE00772651,12,2022
221.332,data_electricity_EE00772860_718831_697182345_2021-01-01_2021-12-31.csv,718831,EE00772860,7,2021
204.609,data_electricity_EE00772860_718831_967971687_2022-01-01_2022-12-31.csv,718831,EE00772860,8,2022
9.984,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,7,2021
10.029,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,8,2021
9.756,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,9,2021
10.100999999999999,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,10,2021
9.829,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,11,2021
9.92,data_electricity_EE00775773_723852_697182366_2021-01-01_2021-12-31.csv,723852,EE00775773,12,2021
10.259,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,1,2022
9.223,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,2,2022
10.158,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,3,2022
9.759,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,4,2022
10.013,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,5,2022
9.599,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,6,2022
9.913,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,7,2022
9.93,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,8,2022
8.895999999999999,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,9,2022
8.022,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,10,2022
9.404,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,11,2022
9.449,data_electricity_EE00775773_723852_697182366_2022-01-01_2022-12-31.csv,723852,EE00775773,12,2022
4.989,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,7,2021
5.0120000000000005,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,8,2021
4.812,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,9,2021
4.98,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,10,2021
4.559,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,11,2021
4.9270000000000005,data_electricity_EE01006806_6077489_697182368_2021-01-01_2021-12-31.csv,6077489,EE01006806,12,2021
5.0840000000000005,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,1,2022
4.583,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,2,2022
5.065,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,3,2022
4.89,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,4,2022
5.035,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,5,2022
4.8500000000000005,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,6,2022
5.016,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,7,2022
4.998,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,8,2022
4.287,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,9,2022
4.025,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,10,2022
4.898,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,11,2022
4.939,data_electricity_EE01006806_6077489_697182368_2022-01-01_2022-12-31.csv,6077489,EE01006806,12,2022
157.7,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,7,2021
190.867,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,8,2021
681.44,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,9,2021
675.345,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,10,2021
414.104,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,11,2021
273.979,data_electricity_EE01167702_5693980_697182386_2021-01-01_2021-12-31.csv,5693980,EE01167702,12,2021
50.415,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,1,2022
87.625,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,2,2022
291.328,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,3,2022
597.33,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,4,2022
344.189,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,5,2022
263.057,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,6,2022
272.524,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,7,2022
343.91,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,8,2022
239.764,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,9,2022
410.965,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,10,2022
925.131,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,11,2022
884.057,data_electricity_EE01167702_5693980_697182386_2022-01-01_2022-12-31.csv,5693980,EE01167702,12,2022
262.383,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,7,2021
386.23,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,8,2021
539.569,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,9,2021
714.494,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,10,2021
798.191,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,11,2021
837.496,data_electricity_EE01169689_5690559_697182407_2021-01-01_2021-12-31.csv,5690559,EE01169689,12,2021
873.34,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,1,2022
737.415,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,2,2022
672.657,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,3,2022
529.461,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,4,2022
413.195,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,5,2022
313.72,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,6,2022
353.764,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,7,2022
478.743,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,8,2022
525.742,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,9,2022
662.77,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,10,2022
872.948,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,11,2022
918.497,data_electricity_EE01169689_5690559_697182407_2022-01-01_2022-12-31.csv,5690559,EE01169689,12,2022
336.622,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,7,2021
488.081,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,8,2021
629.912,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,9,2021
813.663,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,10,2021
935.219,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,11,2021
984.399,data_electricity_EE01668689_710658_697182411_2021-01-01_2021-12-31.csv,710658,EE01668689,12,2021
978.235,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,1,2022
776.5,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,2,2022
702.287,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,3,2022
533.542,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,4,2022
394.613,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,5,2022
282.642,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,6,2022
344.997,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,7,2022
484.665,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,8,2022
564.094,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,9,2022
692.035,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,10,2022
786.368,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,11,2022
873.575,data_electricity_EE01668689_710658_697182411_2022-01-01_2022-12-31.csv,710658,EE01668689,12,2022
13254.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,7,2021
11458.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,8,2021
11223.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,9,2021
13348.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,10,2021
13892.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,11,2021
13237.0,data_electricity_EE02148217_643983_697182416_2021-01-01_2021-12-31.csv,643983,EE02148217,12,2021
14223.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,1,2022
13266.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,2,2022
15560.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,3,2022
15151.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,4,2022
13601.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,5,2022
14171.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,6,2022
14502.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,7,2022
14652.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,8,2022
12383.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,9,2022
12461.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,10,2022
13635.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,11,2022
14623.0,data_electricity_EE02148217_643983_697182416_2022-01-01_2022-12-31.csv,643983,EE02148217,12,2022
1123.582,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,7,2021
1627.335,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,8,2021
2174.785,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,9,2021
2921.024,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,10,2021
3347.452,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,11,2021
3482.526,data_electricity_EE03490991_7146280_697182372_2021-01-01_2021-12-31.csv,7146280,EE03490991,12,2021
3452.3559999999998,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,1,2022
2716.748,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,2,2022
2432.044,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,3,2022
1841.896,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,4,2022
1411.603,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,5,2022
996.375,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,6,2022
1212.353,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,7,2022
1554.072,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,8,2022
1891.698,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,9,2022
2328.369,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,10,2022
3138.522,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,11,2022
3361.112,data_electricity_EE03490991_7146280_697182372_2022-01-01_2022-12-31.csv,7146280,EE03490991,12,2022
274.712,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,7,2021
516.175,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,8,2021
673.354,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,9,2021
854.064,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,10,2021
989.984,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,11,2021
1067.812,data_electricity_EE03582730_7214617_697182400_2021-01-01_2021-12-31.csv,7214617,EE03582730,12,2021
1072.802,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,1,2022
839.766,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,2,2022
744.87,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,3,2022
554.828,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,4,2022
405.939,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,5,2022
288.557,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,6,2022
348.474,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,7,2022
509.646,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,8,2022
485.442,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,9,2022
697.103,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,10,2022
945.28,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,11,2022
1049.967,data_electricity_EE03582730_7214617_697182400_2022-01-01_2022-12-31.csv,7214617,EE03582730,12,2022
471.277,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,7,2021
660.545,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,8,2021
830.349,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,9,2021
1367.753,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,10,2021
1676.766,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,11,2021
1847.021,data_electricity_EE03733894_7495176_697182303_2021-01-01_2021-12-31.csv,7495176,EE03733894,12,2021
1633.309,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,1,2022
988.196,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,2,2022
881.076,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,3,2022
672.285,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,4,2022
519.788,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,5,2022
348.971,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,6,2022
391.174,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,7,2022
547.877,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,8,2022
688.997,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,9,2022
927.5,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,10,2022
1187.915,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,11,2022
1610.665,data_electricity_EE03733894_7495176_697182303_2022-01-01_2022-12-31.csv,7495176,EE03733894,12,2022
5426.598,data_electricity_EE03923918_8428537_697182413_2021-01-01_2021-12-31.csv,8428537,EE03923918,7,2021
705.885,data_electricity_EE03929771_None_697182358_2021-01-01_2021-12-31.csv,None,EE03929771,7,2021
983.63,data_electricity_EE03929771_None_697182358_2021-01-01_2021-12-31.csv,None,EE03929771,8,2021
1295.545,data_electricity_EE03929771_None_697182358_2021-01-01_2021-12-31.csv,None,EE03929771,9,2021
