time,source,device_name,fragment.series,value,unit
2021-06-17T22:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.283,kWh
2021-06-17T23:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.283,kWh
2021-06-18T00:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.285,kWh
2021-06-18T01:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.284,kWh
2021-06-18T02:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.283,kWh
2021-06-18T03:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.284,kWh
2021-06-18T04:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.486,kWh
2021-06-18T05:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.689,kWh
2021-06-18T06:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.692,kWh
2021-06-18T07:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.688,kWh
2021-06-18T08:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.689,kWh
2021-06-18T09:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.689,kWh
2021-06-18T10:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.686,kWh
2021-06-18T11:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.69,kWh
2021-06-18T12:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.69,kWh
2021-06-18T13:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.691,kWh
2021-06-18T14:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.686,kWh
2021-06-18T15:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.689,kWh
2021-06-18T16:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.684,kWh
2021-06-18T17:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.685,kWh
2021-06-18T18:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.622,kWh
2021-06-18T19:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.629,kWh
2021-06-18T20:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.632,kWh
2021-06-18T21:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.298,kWh
2021-06-18T22:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.283,kWh
2021-06-18T23:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.283,kWh
2021-06-19T00:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.284,kWh
2021-06-19T01:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.284,kWh
2021-06-19T02:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.285,kWh
2021-06-19T03:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.285,kWh
2021-06-19T04:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.284,kWh
2021-06-19T05:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.687,kWh
2021-06-19T06:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.686,kWh
2021-06-19T07:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.684,kWh
2021-06-19T08:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.685,kWh
2021-06-19T09:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.685,kWh
2021-06-19T10:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.686,kWh
2021-06-19T11:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.682,kWh
2021-06-19T12:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.682,kWh
2021-06-19T13:00:00.000Z,697182286,38ZEE-00394499-W V̵ru Aardla tn. ristmik electricity.o,electricity.o,0.682,kWh
